Photometry of Flux of n Stars at Different Time
Relative Time	..660	..512	..527	..528	..659	..662	..664	..667
8910.620000	30.970	39.087	43.630	18.870	34.538	56.758	21.156	54.441
8922.101000	30.769	39.097	43.799	18.927	34.414	57.256	21.491	55.236
8933.565000	30.734	38.553	43.568	18.764	34.389	56.307	21.623	54.940
8945.032000	31.215	39.070	43.466	18.926	34.445	56.099	21.419	55.142
8956.506000	31.250	39.392	44.910	18.909	34.662	57.756	21.340	56.389
8967.979000	31.027	39.204	44.050	18.789	34.435	57.464	21.357	54.651
8979.458000	30.904	39.266	44.682	18.881	34.071	59.324	21.341	56.918
8990.918000	30.463	37.601	41.065	18.516	34.350	53.115	20.992	51.616
9002.387000	30.886	37.933	41.751	18.748	33.966	54.018	21.475	52.649
9013.856000	30.928	38.222	42.282	18.930	34.297	54.583	21.319	52.705
9025.415000	31.128	39.083	42.893	18.861	34.658	56.421	21.507	54.707
9036.885000	30.746	39.269	44.546	18.894	34.538	57.655	21.591	56.679
9048.341000	30.511	38.442	42.517	18.795	34.501	55.620	21.592	53.488
9059.799000	30.832	38.543	43.012	18.702	34.214	55.844	21.245	54.354
9071.284000	30.885	37.961	41.456	18.730	34.663	54.814	21.208	52.710
9082.748000	30.702	39.062	42.591	18.735	34.623	55.310	21.444	53.366
9094.216000	30.719	38.656	42.823	18.677	34.515	55.705	21.361	53.906
9105.668000	30.688	38.744	42.680	19.023	34.245	55.870	21.396	53.402
9117.152000	30.926	39.007	42.396	18.673	34.342	55.449	21.298	53.437
9128.636000	30.674	38.355	44.356	18.843	34.374	58.580	21.217	57.237
9140.098000	31.078	38.694	42.319	18.700	34.033	55.955	21.495	53.875
9151.557000	30.849	38.845	43.994	18.697	34.272	57.202	21.251	54.987
9163.027000	31.146	38.750	42.722	18.920	34.292	55.674	21.753	54.354
9174.496000	30.244	38.916	44.072	18.465	34.023	58.546	20.838	56.978
9185.959000	31.221	39.754	45.249	19.187	34.488	59.683	21.561	58.589
9197.530000	31.479	39.536	44.035	19.087	34.899	58.059	21.710	56.008
9208.941000	31.033	38.837	43.555	18.897	34.657	56.048	21.449	54.697
9220.390000	31.488	39.253	44.990	19.117	34.620	58.241	21.564	56.975
9231.890000	31.021	39.215	44.763	18.763	34.193	59.695	21.488	57.043
9243.387000	31.285	39.754	45.232	19.335	34.666	59.338	21.775	57.712
9254.860000	30.872	38.442	42.557	18.853	34.712	55.291	21.531	54.275
9266.423000	31.011	38.864	43.567	19.084	34.703	55.590	21.567	53.916
9277.918000	30.897	39.165	43.525	19.205	34.554	56.976	21.419	55.437
9289.433000	31.297	38.701	43.641	19.113	34.409	56.292	21.532	54.532
9300.913000	30.909	39.089	43.563	18.769	34.782	57.234	21.466	55.198
9312.456000	31.345	39.570	45.459	19.157	34.943	59.302	21.650	57.603
9323.926000	31.067	39.140	45.101	19.119	34.880	59.529	21.639	57.517
9335.406000	30.886	38.580	43.041	18.671	34.187	55.612	21.338	53.721
9346.862000	31.349	38.829	42.607	19.005	34.573	56.241	21.768	54.588
9358.334000	31.425	38.708	42.456	19.066	34.733	55.675	21.355	53.809
9369.810000	30.843	38.719	43.268	18.998	34.529	56.056	21.780	54.216
9381.303000	31.034	39.260	45.070	19.213	34.772	58.270	21.446	56.915
9392.787000	31.027	39.166	43.839	19.011	34.427	56.084	21.387	54.261
9404.267000	31.162	38.974	43.500	19.099	34.384	56.319	21.468	54.376
9415.731000	31.281	38.954	43.630	18.978	34.524	56.982	21.603	54.853
9427.195000	31.190	39.240	44.236	18.999	34.573	57.776	21.607	55.887
9438.670000	31.405	39.043	44.217	18.903	34.944	58.156	21.645	55.986
9450.160000	31.064	39.477	44.678	19.054	34.829	57.102	21.739	55.633
9461.624000	30.959	38.364	42.919	18.826	34.480	56.005	21.420	54.051
9473.103000	31.141	38.908	42.709	18.953	34.769	55.570	21.407	53.829
9484.582000	31.105	39.014	43.501	18.998	34.459	55.953	21.225	54.542
9496.053000	31.335	38.709	42.899	18.945	34.386	55.748	21.499	54.166
9507.522000	31.092	39.086	44.164	19.181	34.433	56.675	21.685	55.257
9519.019000	31.213	39.122	43.145	18.985	34.639	56.286	21.316	54.432
9560.203000	31.599	39.335	44.316	19.196	34.725	58.147	21.633	56.542
9571.621000	31.351	39.561	44.512	19.170	34.573	57.839	21.538	56.852
9583.035000	30.484	38.115	42.727	18.394	33.648	55.905	21.023	53.965
9594.447000	31.065	38.946	45.031	18.957	34.404	59.876	21.638	57.920
9605.904000	31.521	39.411	44.885	19.161	34.743	58.577	21.629	56.203
9617.322000	31.532	39.801	45.307	19.112	34.879	59.833	21.727	58.282
9628.782000	31.631	39.449	44.889	19.041	34.850	58.655	21.559	56.593
9640.222000	31.321	38.877	44.635	18.978	34.744	58.613	21.751	56.769
9651.661000	31.151	39.565	45.368	19.102	34.754	59.324	21.620	57.829
9663.011000	31.305	39.360	45.241	19.377	34.635	59.959	21.638	59.073
9674.437000	31.224	39.473	43.655	19.030	34.474	56.536	21.464	55.112
9685.878000	31.390	38.620	42.822	19.153	34.851	55.062	21.615	52.710
9697.313000	31.469	39.266	44.479	19.101	34.746	57.572	21.620	56.055
9708.727000	31.359	39.353	43.910	18.937	34.582	56.928	21.531	55.484
9720.143000	31.336	39.398	44.291	19.037	34.502	57.580	21.589	56.280
9731.562000	31.473	39.664	44.936	18.998	34.798	59.509	21.486	58.077
9742.972000	31.189	39.092	42.549	18.880	34.697	55.320	21.673	53.450
9754.390000	31.218	38.330	41.946	18.927	34.786	54.176	21.448	52.223
9765.806000	31.180	38.535	42.567	19.101	34.388	55.014	21.658	53.176
9777.218000	31.472	38.983	43.441	18.993	34.775	55.554	21.585	53.979
9788.640000	31.428	39.011	43.740	18.979	34.685	56.306	21.568	54.332
9800.061000	31.439	39.248	43.584	19.026	34.805	56.771	21.774	55.211
9811.479000	31.405	39.011	43.722	19.039	34.689	56.599	21.614	54.933
9822.896000	31.835	39.359	44.909	18.978	34.854	58.713	21.744	57.087
9834.312000	31.874	40.008	45.340	19.374	35.035	60.008	21.592	58.425
9845.731000	31.753	39.905	45.758	19.654	35.341	60.434	21.851	59.619
9857.157000	31.640	39.737	45.903	19.471	35.051	60.194	21.896	58.710
9868.580000	31.783	39.643	45.432	19.384	35.040	59.625	21.915	57.648
9880.001000	31.647	39.624	45.280	19.272	35.263	59.490	21.844	58.058
9891.419000	31.876	40.293	45.999	19.409	35.054	60.900	22.139	59.295
9902.833000	31.784	39.241	44.358	19.056	34.915	57.651	21.769	55.607
9914.250000	31.614	38.824	42.463	19.010	34.790	55.468	21.516	53.830
9925.670000	30.393	37.637	43.056	18.344	33.705	57.298	20.951	55.879
9937.090000	31.671	40.416	45.746	19.712	35.202	60.951	21.972	59.742
9948.510000	31.623	39.622	45.600	19.408	35.323	60.376	21.836	59.153
9959.921000	31.531	40.024	45.526	19.376	35.216	60.415	21.983	59.225
9971.336000	31.321	39.740	45.574	19.530	34.715	59.907	21.744	59.047
9982.751000	31.702	39.533	45.585	19.455	35.402	59.729	21.821	59.143
9994.171000	31.643	39.645	45.269	19.216	34.868	58.942	21.763	56.729
10005.592000	31.768	40.299	45.898	19.598	35.215	60.771	22.126	59.395
10017.003000	31.762	39.757	45.218	19.266	34.576	58.976	21.713	57.218
10028.423000	31.770	39.166	44.034	19.038	34.631	57.860	21.828	55.860
10039.841000	31.816	39.349	45.172	19.531	35.016	59.038	21.941	56.936
10051.260000	31.826	39.658	45.003	19.129	35.153	58.098	21.764	57.215
10062.677000	31.533	39.982	45.711	19.305	34.961	60.250	21.744	58.792
10074.098000	32.248	40.727	46.494	19.567	35.683	61.289	22.273	60.125
10085.513000	31.860	39.739	45.634	19.193	35.001	59.955	22.038	58.330
10096.932000	31.802	39.436	44.746	19.235	34.849	57.392	22.015	56.224
10108.347000	31.970	39.724	45.536	19.501	35.173	59.638	21.687	58.746
10119.764000	31.925	40.317	45.681	19.285	34.934	61.246	21.879	59.740
10131.177000	31.562	39.903	45.426	19.315	35.039	59.167	21.710	57.116
10142.593000	32.030	39.711	45.463	19.343	35.199	59.036	21.948	57.821
10154.011000	32.157	40.196	45.051	19.486	35.308	61.194	21.886	59.433
10165.430000	31.281	38.768	44.697	18.993	34.816	58.873	21.431	57.964
10176.852000	31.848	40.089	45.555	19.416	35.244	60.609	22.106	59.601
10188.269000	31.891	39.932	44.862	19.393	34.933	57.771	21.843	56.010
10199.685000	31.788	39.371	44.036	19.106	34.933	56.713	21.737	55.230
10211.108000	31.544	39.224	45.148	19.108	35.134	59.229	21.706	57.707
10222.531000	31.695	39.962	46.062	19.301	34.873	60.438	22.005	59.635
10233.953000	31.984	40.506	45.990	19.499	35.081	60.568	22.075	59.883
10245.373000	31.615	39.681	45.640	19.357	35.120	59.933	21.978	58.924
10256.788000	32.052	39.936	45.707	19.271	35.239	60.398	22.088	59.056
10268.205000	31.809	40.246	45.283	19.301	34.877	60.597	21.801	59.367
10279.627000	31.587	38.977	43.074	19.094	34.842	56.085	21.734	54.585
10291.041000	31.824	39.884	46.163	19.484	35.226	59.831	22.007	58.826
10302.631000	31.861	39.819	45.625	19.276	35.115	59.886	22.236	58.544
10313.978000	31.869	39.552	44.599	19.292	34.881	58.140	21.690	56.272
10325.393000	31.780	39.595	44.441	19.185	34.912	58.172	21.662	56.741
10336.818000	31.751	39.576	44.013	19.333	35.073	57.506	21.541	55.702
10348.235000	31.914	39.347	44.014	19.148	34.912	57.321	21.683	55.553
10359.649000	31.757	39.357	44.704	19.214	35.117	57.109	21.976	56.026
10371.068000	31.721	39.657	44.681	19.180	34.683	57.813	21.814	56.485
10382.495000	31.816	39.053	44.151	19.152	35.130	56.277	21.605	55.583
10393.912000	32.128	39.537	45.279	19.347	34.943	58.496	22.119	56.786
10405.324000	31.679	39.428	44.981	19.164	35.073	57.662	21.823	57.198
10439.834000	32.241	39.758	45.298	19.518	35.250	59.756	21.898	57.775
10451.254000	32.115	39.833	45.382	19.457	35.141	59.254	21.797	58.655
10462.670000	32.072	39.573	44.187	19.091	35.255	57.401	22.013	56.199
10474.091000	31.772	38.825	42.717	19.231	35.144	55.789	21.822	53.896
10485.509000	31.721	39.823	45.899	19.546	35.108	59.683	21.687	58.255
10496.922000	32.133	39.778	44.815	19.217	35.246	58.599	21.704	57.043
10508.342000	31.578	39.500	45.491	19.108	34.635	59.266	21.847	57.798
10519.756000	31.940	39.483	44.551	19.312	34.948	58.122	21.745	56.772
10531.171000	31.675	39.454	43.780	19.322	34.981	57.628	21.773	55.292
10542.589000	31.743	39.401	43.410	19.264	34.819	56.747	21.741	54.693
10554.009000	31.597	39.685	44.913	19.165	35.140	59.435	22.055	58.239
10565.433000	31.623	40.158	45.899	19.452	34.961	60.661	21.860	59.646
10576.855000	31.851	39.924	45.551	19.383	34.910	60.848	21.803	59.010
10588.276000	31.830	40.034	45.729	19.473	35.271	60.441	22.054	58.694
10599.689000	31.743	39.602	45.547	19.125	35.017	58.984	21.622	57.711
10611.109000	32.398	40.211	46.281	19.780	35.356	61.754	22.026	59.878
10622.522000	31.868	39.736	44.397	19.346	34.829	57.967	21.756	56.814
10633.937000	31.485	38.944	42.979	19.065	35.000	56.659	21.711	54.552
10645.344000	31.660	38.860	43.413	19.115	34.852	57.129	21.646	55.031
10656.761000	31.347	39.474	43.740	19.101	34.808	57.763	21.809	56.001
10668.183000	32.114	40.221	45.856	19.527	35.009	59.569	21.811	57.756
10679.604000	31.864	39.356	45.696	19.366	34.719	60.304	21.833	58.779
10691.024000	31.861	40.020	45.864	19.478	35.408	60.020	21.963	57.901
10702.442000	31.950	39.207	43.981	18.932	35.106	56.916	21.702	55.326
10713.856000	31.879	39.547	44.601	19.368	35.152	57.857	21.924	56.160
10725.279000	31.931	39.661	44.692	19.367	35.376	58.998	21.766	56.778
10736.692000	31.998	39.864	45.586	19.356	35.096	59.416	22.171	57.943
10748.107000	31.869	39.876	45.336	19.379	34.872	58.669	21.808	58.034
10759.518000	31.908	39.717	44.774	19.458	35.032	57.694	21.987	56.906
10770.932000	31.773	39.513	44.553	19.261	35.102	57.670	21.902	55.817
10782.351000	32.140	40.139	45.486	19.585	35.408	59.528	21.966	57.854
10793.768000	31.450	39.062	44.348	18.982	34.564	58.528	21.707	57.196
10805.188000	31.924	39.291	44.440	19.389	35.144	57.329	21.732	56.292
10816.611000	31.863	39.733	45.200	19.310	35.186	58.891	21.976	57.770
10828.034000	31.913	39.774	45.516	19.274	35.087	60.391	21.764	59.243
10839.448000	32.151	39.663	45.043	19.104	35.045	58.670	21.722	57.191
10850.864000	31.719	39.162	43.870	19.349	34.898	57.565	21.701	55.756
10862.281000	31.925	39.525	45.228	19.268	35.469	58.577	22.111	57.032
10873.693000	31.774	39.836	44.458	19.302	35.201	57.466	22.013	56.065
10885.114000	31.980	39.417	43.787	19.273	35.127	57.395	21.825	55.844
10896.533000	31.895	39.880	45.769	19.338	35.477	59.697	22.116	58.531
10907.947000	31.870	39.709	45.627	19.303	35.185	59.731	21.859	58.604
10919.361000	31.956	39.858	44.462	19.365	35.189	58.015	22.036	56.405
10930.781000	31.756	39.272	43.345	19.306	34.943	56.797	22.095	54.799
10942.195000	31.932	39.680	45.544	19.579	35.312	59.445	22.184	58.596
